David D.,"Greenwood, NY",8/8/2018,5 star rating,"This place is really exceptional. The service is really wonderful. Our server Emily was fantastic and accommodating and made my girlfriend's birthday dinner a truly awesome experience. The support staff was equally up to par though I did not get everyone's name. On previous visits I've had the pleasure of sitting with Tom White, a fantastic bartender, and enjoyed immensely. Emily our server was able to make sure our first visit to the dining room was a perfect one. My only minor complaint would be that the tempura string beans left something to be desired, but certainly not enough of a knock to have any kind of problem. Thanks again to the crew here, we greatly appreciate your service."
Dee N.,"San Jose, CA",11/17/2017,5 star rating,So good when I had dinner! All the apps were good. Main courses were also delicious. It's so  coastal and pretty inside. I'd definitely come back.
Chris C.,"Parsippany, NJ",11/2/2011,5 star rating,"I mastered the Basil Daquiri at home. So now my fiance is a little sad as it doesn't have the mystique as it did when it was only available to her at ABC Kitchen. It's one shot each of  simple sugar, light rum and lime juice then you muddle fresh basil in it and shake over a martini glass. Voila! Don't worry about infusing the simple syrup its not really needed and you don't get the fresh burst of basil flavor without muddling the basil. This time around we had a manhattan more of the basil daquiri concoction. heirloom tomatoes. Fresh tomato cheese pizza and the clam pizza. I think the menu just shifted a little as it wasn't on the menu last time. Love it all. Saved room for the Sundae.  It was very good but not my thing. It had the salty sweet, fudgey, crunchy, gooey thing going on but all in all not my fave. The donuts that were on another guests table looked awesome though! Like a fried zeppole from the San Gennaro festival. Can't wait to go again and order another mushroom pizza or try one of the other entrees.... on second thought nah...maybe the mushroom pizza. That thing is just addicting!"
O B.,"Bayside, NY",6/14/2015,4 star rating,"Great veggie burger--flavorful, crunchy exterior and smooth filling without feeling grainy or cardboard-y). Inside a homemade whole wheat pita with a yummy carrot slaw on the side, but seemed a bit pricey at $20. Lovely and spacious decor with a friendly staff."
Steph G.,"Kips Bay, Manhattan, NY",7/18/2017,5 star rating,"I made a reservation for 4 at 8:00 here about 1.5 weeks ago, but honestly it was not that busy so I think you'd be fine walking in without one. However, this quickly became my favorite restaurant in NYC so I don't recommend risking it. The way the restaurant is decorated and laid out is perfection down to ever last detail. I won't get into it because its something worth seeing for yourself... We started with some wine and the pretzel crusted calamari-- incredible. They bring out bread too, which was awesome. I split the spinach and goat cheese za and the half size of the jalapeño and ricotta angel hair pasta. The other girls I was with split the other 2 pastas. The raviolis were DIVINE. For dessert we got the sundae that came with the cracker jacks. we weren't too hungry, but we couldn't skip the most important part of the meal. Definitely don't forget to order dessert even if you're not too hungry! I can't wait to come back-- maybe for brunch??"
Danielle K.,"Garden City, NY",10/11/2017,3 star rating,My husband recommended the place- he had been before. We started with the crab toast and liver pate- both good..lots of garlic in one of them..think it might of been the crab. For our main course I had the special Black Sea bass with potatoes and spinach. I found this dish flat- with no seasoning except for a drop of chili oil on the fish. The fish was prepared very nicely with a nice crisp sear on it but the potatoes and spinach seemed just boiled and lacked even salt. The wait staff was great and attentive- no issues. Space a little loud if you are trying to have a conversation..a little tough.
Simone N.,"Toronto, Canada",6/3/2016,4 star rating,"I would rate 4.5/5. Coming in, the place looks truly unique; very chic yet charming and organic.The service was good, nothing to complain about.We had 4 dishes:1. Crab toastThis was my first time eating crab. Fresh and flavourful. We both enjoyed it.2. CalamariOur least liked menu item and our first time eating calamari as well. It was bland even though there's a pretzel crust. The marinara dipping sauce was the best part of that dish.3. PancakesServed with lemon curd...nice flavour and not too heavy. 4. French ToastBf had the french toast and he said it was the best he had ever had. He described it as really light yet substantial and great flavour.Overall really good food and I would go again if I went back to NYC - even though its on the pricier side."
Bartek W.,"Manhattan, NY",8/3/2016,1 star rating,"The food was decent (shaved raw fluke was really good, ravioli was good and chocolate cake was terrible). On the other hand, I waited almost 30 minutes for RESERVED table. Did not hear ""sorry"" from the staff or any information that there may be a delay. Don't go there if your time is limited.This was the ONLY restaurant I visited during NYC Restaurant Week where I experienced such a delay."
Bjorn P.,"New York, NY",5/24/2015,4 star rating,I have wanted to go to ABC Kitchen for awhile. Jean George's casual spot so to speak attached to ABC Home. The place has gotten rave reviews both in Yelp and otherwise. I dropped in one Friday night and was told the wait was an hour but low and behold got seats at the bar in the back. Yes! The restaurant is absolutely beautiful - from he lighting to the big wood tables to be old worn steel - it's phenomenal. One of the more beautiful spaces I've been to. The service was also stellar - the waiters were dressed in plaid shirts of what seemed like their own choosing and then jeans. They were all highly knowledgeable and friendly - it was like you were with friends and they were a part of the environment rather than a separate entity. So how was the food...well...its a mixed bag. We got the following:- Crab Toast: Excellent with a heap of fresh peaky toe crab and crunchy toasted thick bread with a dollop of lemon aioli - yum- Black Sea Bass - so the flavor was good but I didn't like the skin. I mean the dish was tasty and the soup is nice to pour over the fish and spinach for more flavor but I just wasn't that impressed - Mozzarella /basil whole wheat pizza - also just ok. The sauce was very good and the pizza was well made but there is definitely better pizza in the city- Vodka Thyme Lemonade - great drink - highly recommended So our waiter actually had told us how good the burger was and the three Texans that had told him it was the best burger they had had...but we ignored him to our detriment. Additionally the oven roasted lobster looked amazing and the mushroom and egg pizza - but - we just didn't order them. I will definitely be back to order them and I'm sure this rating will go up but for now...this is what I got.
Brian K.,"Manhattan, NY",8/13/2019,5 star rating,"Service impeccable, food scrumptious, it felt like exquisite dining and just was a nice lunch with a good friend.  Food choices were varied enough, bread just right, service was responsive without being intrusive.  Just my kind of meal: no frills, elegant, delicious.  Thank you, ABC.  You got it exactly right this time."
Callie S.,"Boston, MA",2/8/2016,4 star rating,"Great decor and great food! Amazing kale salad and raviolo. The salad is very refreshing and yummy. The raviolo is filled with cheese and on top of beef ragu. Soooooo delicious! For desserts, I gotta give 2 thumbs up for salted caramel ice cream which is served with caramel popcorn. Omg it's the best ice cream I've ever tasted! :D the service was also very very nice. Looking forward to coming back next time!"
Natalie R.,"Boca Raton, FL",6/1/2016,5 star rating,"From the atmosphere to the food and the service everything was perfect. The decor was incredibly beautiful. The staff was attentive and friendly and to top it all off the food was truly excellent. Crab toast is a must as well as the shaved raw fluke, for your main you could honestly order anything and it would be excellent, for dessert hands down go with the seasonal doughnuts they are incredible!"
Jason E.,"New York, NY",12/20/2017,5 star rating,"I love the food here. We've had pretty much everything on the menu and it seems impossible for them to mess anything up. Try the cocktails. I am not a cocktail person, but they have a watermelon mezcal drink that is delicious. Yes, ABC Kitchen is pricey, but quality matters. If you have a special occasion coming up, this is your place."
Alice C.,"Alexandria, VA",7/1/2015,3 star rating,"Ambience is chic. We ordered apps and dessert only. Crab toast was mediocre, not sure why it was a yelp highlight. The crab on top wasn't anything special. The toast was hard, the edges crouton like. Tuna sashimi didn't have a distinguished flavor. BUT the roasted carrot and avocado salad was delicious. The carrot tasted delicious, they did not skimp on avocado at all. The salad paired great w the carrot and avocado. This was 5 stars Sundae must be shared. It wAs good, but too sweet and I love sweet. 2-3 people can share this The raspberry tart was good, on the small side. One person can eat this.Because I haven't tried the entrees, this is a high 3 for now."
Elvir C.,"New York, NY",10/2/2010,4 star rating,"Bright. Airy. Unfinished decor. Recyclable elements. Rustic. Farm-to-table. Buzzwords? Yes. However, push aside the buzz, and let the food speak for them.It speaks LOUDLY. ABC Kitchen prides itself on using simple, fresh and local ingredients, we like that.Came here for brunch w/ great friends who love good food, and definitely picked the right place. Here's the rundown.Pretzel Dusted Calamari - Nicely fried, not greasy. The Calamari wasn't chewy or gummy at all--very tender and almost melted in your mouth. I guess it's a sign of freshness. Pretzel-y crust was perfect, light and crisp. The mustard aioli beats the marinara.Peeky Toe Crab Toast - Didn't have this b/c of my shellfish allergy. My friends said it was amazing.Grilled Portabello Sandwich w/ arugula & lemon mayo - Surprisingly ordered by my friend who's a meat-eater from Texas. The fresh ingredients and flavor were intense and well balanced.Akaushi Cheeseburger - Didn't have this either, but friends say good, not spectacular. Roasted Carrot And Avocado Salad - Suprisingly good. The carrots were perfectly roasted--smoky, sweet and slightly meaty.Goat Cheese Spinach Herb Pizza - Amazing. The saltiness of the goat cheese isn't overwhelming, but well balanced w/ the fresh spinach, parsley and dill--which brings a brightness and extra layer of savory. Toasted Corn w/ lime and cotija cheese - Simple, but you can taste the freshness in the sweet corn. Sweet, tangy and salty. Yum.Toasted Marshmallow Chocolate Ganache Cake - This was good, but not exceptional. My favorite part was the ganache between the layers. The cake was airy and rich at the same time. The Marshmallow frosting was indeed marshmallow-y. Fresh Glazed Doughnuts - Tasty, but would've preferred them warm. The strawberry rhubarb preserves are a perfect compliment.So all in all, a 4.5. Would've been a 5, but the dessert options didn't seem to live up to the rest of the meal. Aside from dessert, the meal was spectacularly delicious. Will I come back here? DEFINITELY. Jean-Georges has a magical way w/ his food and restaurants and ABC is no exception. Fresh local ingredients, simple preparation, and amazing execution. These are all signs of a winner."
Ruth U.,"New York, NY",6/28/2015,2 star rating,"Over hyped, over priced, hard to get reservation but I did, and it was meh.. Service is shoddy, food was ok, lacks vegan and vegetarian options. Cocina is a million times better."
Kat M.,"Tucson, AZ",7/15/2017,3 star rating,"it's okay. i think the hype around it leads to expectations that are not realizable. The food was good, the setting/decor is just adorable, but something felt forced, or commercial. Wanted to love it. just meh."
LeAnne B.,"New York, NY",4/16/2017,5 star rating,"Had the pork and was super happy with my choice :) so tender and the mashed potatoes + turnips that came with it were amazing.  Great atmosphere too and when we were trying to find the place we actually walked past it cause the outside was so subtle. Almost has a speakeasy vibe, great place"
H. Arvy M.,"Arlington, VA",6/5/2015,5 star rating,"The problem with this place is that we never go anywhere else.  My wife and I ate here this evening for her birthday and the food and service were fantastic.  We started with the mushroom toast--a bruschetta-like dish--which was a sautéed shiitake mushroom topping, wonderfully seasoned with hints of lemon and parsley atop perfectly toasted rustic sourdough.  The market fare marinated olives were plump and tasty and the serving size was generous, making it well worth the $8.Our main course was the fried chicken, which was perfectly seasoned, crisp, juicy, and hot and is not to be missed.For dessert, although we were satiated, we had the chocolate cake and carrot cake, which were both excellent.  The carrot cake frosting was perfectly rich and at the same time, light.  And the salted caramel ice cream sundae with chocolate sauce, candied peanuts and popcorn, was over-the-top delicious.  ABC Kitchen is one of our favorite restaurants anywhere.  It's modern and chic, yet warm and welcoming.  And the food is excellent as well."
Cam E.,"New York, NY",9/28/2010,5 star rating,"As a fan of Jean Georges UWS, ABC Kitchen did not disappoint.The green concept and fair prices all blend well with the soothing organic atmosphere. Loved, loved, Apps - **crab toast, ***tuna sashima with ginger and mintMains:  ***Halibut, ***Artic CharDessert:  we shared sundae salted caramel peanut ice cream with fudge sauce.Will definitely return."
Valerie C.,"New York, NY",4/9/2012,4 star rating,"I made ressies long in advance for a dinner at Jean Georges' acclaimed new resto - ABC Kitchen! The moment I stepped in I fell in love with the ambiance and atmosphere. The decor was definitely organic and at one with nature. I almost felt like it was a very upscale farm ;)We started off with the carrot & avocado salad and peeky toe crab toast, per Yelp reccos and were not disappointed! You could truly discern the fresh ingredients in the salad and the peeky toe crab was just divine. There was a generous amount of crab atop the crostini as well.For entrees, we went with the mushroom, parmesan, oregano, and farm egg pizza ($18) and the organic crispy chicken ($26). I thought the pizza was just mediocre and the crust became quite soggy as the night went on. My dining companion enjoyed his chicken - I had a bite and it was nice and succulent with perfect fried skin. We finished off our meal with the salted caramel sundae ($12), which was very good and justified for the price tag. I must say though, my favorite part of ABC Kitchen are their cute bathrooms! Love the speckled gray design on their mirrors; I had quite a good time taking photos in there ;)"
Juan J.,"Brooklyn, NY",8/17/2012,3 star rating,"The ambiance is amazing for a girls brunch or lunch.  Who does not love little antique plates and cups, and fancy silverware?We ordered the crab toast, and it was loaded with fresh crab meat.  I had the crispy skate salad, however the skate was only ordinary and the salad was bland (although I am sure they used organic local produced veggies).  I got the sundae for desert, however the ice cream was also ordinary and the candied popcorn within just was not my cup of tea, although my coworker thought otherwise.I would go back for a girls brunch, because this place is very pretty and had very good looking people in it (I would like to imagine I was one of them)."
Lina W.,"New York, NY",4/27/2017,3 star rating,"Pretty restaurant with decent food.  Pizza with mushrooms were yummy and kale salad was ok.  I thought the entrees were ok, but I wasn't wow'd.  Pasta was good but $17 for the half portion was on the pricier side ($24 for full portion).  3 of us ordered pasta and thought the same...I've had better pasta at home!  Overall, ambiance was nice, service was great, food and dessert was ""eh"" not bad, but not impressive.  You're basically paying $$$ for the ambiance and friendly service, food you can get for better and cheaper at a neighborhood restaurant.   And this place felt more touristy than NYC hip."
Latrice J.,"Brooklyn, NY",9/23/2017,5 star rating,This place is a A+ from the food to the service! I drank the pina colada which was amazing. The guacamole what's everything super fresh super tasty. The bar was quick and personable
Mia R.,"Redwood City, CA",9/24/2015,3 star rating,"Had dinner at the bar. Friendly servers and nice dark pretty atmosphere. The food was good, not great. Had the crab toast at the recommendation of the bartender and it was very tasty with a generous helping of crab and plenty of zesty lemon flavors. Also ordered the fresh fettucine with pistachio pesto, which was alright. Nothing too flavorful or memorable. Maybe I just ordered the wrong entree. Had the chocolate cake for dessert - again just ok, nothing amazing or really incredible about it."
Bailey Z.,"Las Vegas, NV",3/31/2013,2 star rating,"The name, Jean-Georges, is synonymous with excellence in dining in NYC. With this expectation, I was excited to finally try ABC Kitchen, the 2011 James Beard Award winner for Best New Restaurant. I arrived early and stepped into a well-decorated dining room. I felt like I had walked into an Anthropologie. The menu prices were certainly on par. However, when it came to the food, I was beyond disappointed. In fact, the meal was downright bad.Our party started off with three appetizers to share. The chicken liver toast tasted off. The pâté didn't have the smooth, velvety texture and there was no sweet ingredient to balance the flavors out. The pretzel dusted calamari was pedestrian. I cannot justify paying $16 for such a boring bowl of squid. There was nothing pretzel-dusted about it. The accompanying marinera and aioli has been done and overdone. Lastly, the roast carrot and avocado salad was nice, but again, nothing special. Onto the main courses. I had the black sea bass with chilies and herbs, with baby market potatoes and spinach. Sea bass is extremely difficult to overcook, yet somehow, they managed to find a way. The fish itself was completely bland. The chilies were so spicy to the point of making the entire dish unenjoyable. The chef was also a bit heavy-handed with the herbs - I think it was tarragon combined with the potatoes. I also tried the roasted maine scallops. If I'm only getting three small scallops, they better be perfectly cooked. Nope. They were rubbery and again, overcooked. Scallops can be easily seared and cooked within 5 minutes, so I don't quite understand how this happened in an hour. The one good dish was the whole wheat cavatelli with spicy rabbit ragu, ham and pecorino. The rabbit was very flavorful and the pasta was well done. The dessert. Everyone talked about the sundae with salted caramel ice cream, candied peanuts & popcorn, with whipped cream, and chocolate sauce. I did enjoy the salted caramel ice cream and popcorn, but the chocolate sauce was overwhelmingly sweet. If there was one dish that could cause diabetes on that menu, that would be it. Overall, the menu was unimaginative and there were several execution errors. The plating didn't even look nice. How this restaurant won a James Beard Award is beyond me. Save your money and run to Gramercy Tavern, which is only a few blocks away."
Vanessa M.,"Toronto, Canada",7/16/2018,5 star rating,"This was one of the best highlights of my trip to NYC. I took my boyfriend here for his 27th birthday and this place definitely surpassed my expectations.The crab toast with lemon aioli was one of the best things I have ever tasted. We also had for an appetizer, the shaved raw fluke. At first we were a little skeptical when ordering, but we were definitely wrong. This too was also incredible. The tuna also had so much flavor, definitely a must when coming here.My boyfriend ordered the fried chicken with a hot sauce butter. This sauce was unbelievably tasty I was in shock with how good it was.I ordered the salmon that was cooked over the best mashed potatoes I have ever had in my entire life. The salmon was also cooked to perfection & melted in your mouth.Overall everything we ordered was FANTASTIC. Highly recommend ordering all 5, you wont be disappointed.Also we ordered a bottle of the red Contessa Ava Chianti which was hands down one of the best wines we have ever had. I'm not dramatizing any of this, this restaurants deserves 11/10. To add, the service was also outstanding which made our experience even better than it already was. Among the incredible food, and fantastic service the decor was so cute & chic, you almost don't want to leave!"
Basil A.,"Denver, CO",3/18/2014,3 star rating,"From a design point of view this place scores on every mark. It's place with the ABC furniture store compliments its feel.The food on the other hand might be a hit or miss.-The Roasted Kobucha Squash with Ricotta Bruschetta was out of this world.-The Pretzel Coated Calamari was good but nothing special and the pretzel added nothing to it.-Lentil Soup was well executed. It was wholesome and flavorfull.- Chanterell Mushroom Spaghetti was a failure. The Spaghetti was over cooked and there was a guacamole like sauce that was overly pungent with rosemary that just ruined the dish.-Black Sea Bass was OK. It was a bit undercooked and the surrounding puddle of water, spinach and potatoes didn't add much.-Salted Caramel Sundae was the dessert that really made up for any shortcomings. Loved the textural balance between the ice cream, crunch from the peanuts, soft popcorn and fudge."
John O.,"Los Angeles, CA",8/3/2015,5 star rating,A fantastic Sunday night meal.  The crab toast is seriously one of the best dishes of 2015 in my book.  Mindblowingly good.  Other standouts were the mushroom pizza and the red snapper.  One dish was a miss and that was the raw fluke which was overpowered by the pepper and olives.  Service was excellent and the room has some real buzz.  Fantastic.
Zach B.,"Manhattan, NY",11/23/2014,2 star rating,"The head hostess at ABC kitchen gives me nightmares. She is one of the main reasons I never want to come here, despite living right around the corner. She is rude and snobby, I can't understand how she keeps her job here. Her demeanor is unacceptable. This restaurant has become a major tourist trap so of course they are typically busy, however, the hostess feels it's necessary to ALWAYS be running a wait so she KEEPS TABLES EMPTY. The ""reservation"" excuse is not always true, beware, once we finally get to sit after a long wait and finish our meal, those empty tables never fill up. It's bizarre. Also - most of the food is decent but the pizza has gone downhill since they opened AND their brunch menu is HORRIBLE. The french toast is deep fried like a burned doughnut - do not order it, ever. I had to send it back. The scrambled eggs with oysters, (also doughy, greasy, and deep-fried but not specified on the menu), is SO BAD and at $23, left me shocked it was served to us. There's better places in the area - try somewhere else."
Peter J.,"Manhattan, New York, NY",8/17/2015,4 star rating,"This place promotes itself as organic. I would agree that the entire menu felt and tasted healthy.The ambiance was great. It was dark with the hanging lightbulb look, but it also had a more lighted area, where we sat. The menu paper is made from 100% post consumer material.  I really like that.The food came out as it was prepared. We had:Drinks: strawberry soda and lemon thyme soda.  My girlfriend had the strawberry soda. she liked it. The lemon thyme soda had the sugar on the rim. In hindsight, I should have drank the soda, then filled it with water and drank off the rim. Either way, it was really fantastic.Appetizer: Crab toast with lemon aioli: this was really delicious, every bite. the sauce was good. Not too strong, not too light where the crab takes over. The bread it was on was a good texture. not too hard and crunchy, but wouldn't fall apart on you. Entree: kasha and bowtie pasta, veal meatballs- the dish had a unique taste to it. If you know Korean food, it hinted of jjajjangmyun. The flavor was good, but there was something missing in the pulling together of the whole dish. I like strong flavors, but this wasn't as strong.Appetizer: house made Chicken and pork sausage with pistachio potatoes and whole grain mustard. The sausage was good. Not too greasy like you would think when hearing sausage. It lacked that certain punch I was looking for, but definitely above par. Couldn't really make out the mustard when eating.  Wish they threw in a bit more jalapeno? peppers, they were not spicy, but flavorful for sure.Dessert: seasonal donuts with cafe latte.  there were three donuts: blueberry, strawberry jelly donut and a glazed with chocolate.  They weren't oily and too heavy.  The combination of a bite of the donut and chasing it with the latte was good.  The mug was unique as well.Overall impression:I enjoyed the Crab Toast with lemon aioli the most, could have had 2 in lieu of the other appetizer! The set up of the restaurant is very romantic and definitely date worthy.  I liked their utensils, the bowls, and mugs.  I would return."
Always H.,"Manhattan, NY",1/28/2015,4 star rating,"I go on dates just to have an excuse to come here for the salted caramel ice cream topped with popcorn and warm rich chocolate.   Addictive. Insanely so.Haven't yet had the pizza, but everything else is so good.  I predictably start with the crab toast.  Followed by the shaved fluke -- clean and fresh. In order of preference, the sea bass, lobster, cod, suckling pig.  Get the Brussels sprouts! ALWAYS finish with the salted caramel sundae.Great service, as is the ambiance. Nice wine selection.  Only issue is that last time the food was uncharacteristically subpar -- from the over seasoned fluke to the underwhelming pork. I'm hoping that was just an aberration.  Regardless, the salted caramel sundae makes everything worth it..."
Anie R.,"Miami, FL",9/8/2015,3 star rating,I forgot to give my review about this place that I've been wanting to go to for years now and finally did over the summer actually a month ago!Well let's just say I liked it. Would I come back yes but if I don't get around to it then I don't.It's nice to go at least once. I actually like the decorations & ambiance more then the food but not saying the food was bad it wasn't.But I least I now can say I've been here.
Yolanda L.,"Manhattan, NY",3/2/2016,4 star rating,"What a lovely restaurant -- intimate, cozy with sophisticated guests. We ordered crab toast, cauliflower as appetizers and sea bass, mushroom sides, ended with their signature caramel ice cream. Everything tastes amazing.Pros: ideal for vegetarian, healthy and organic food, light but full of flavor; service is personal.Cons: it is noisy though. We made a reservation a month ago for 7PM weekday dinner.Overall: recommend. Healthy and tasty food, great service."
Ankita B.,"New York, NY",1/5/2016,4 star rating,"Came here to kick start 2016 with good food. Thumbs up for the ambience and hospitality offered by the staff. The table top decor, white space and the rustic looks makes it a perfect place for a romantic date. For food, we ordered the ricotta ravioli for appetiser which was delectable and perfect. For entree, my husband called for a chicken dish which he found very impressive. I called for the mushroom pizza, which I think could be better as it got too soggy after l could relish my first slice."
H C.,"New York, NY",11/18/2015,4 star rating,"Definitely going back! Staff was incredibly friendly and helpful whenever needed and food was very fresh! We had to make a reservation a couple weeks in advance so make sure you check in with them to reserve a few weeks before you plan on going! Our waitress was really helpful in assisting with our menu choices. Went with a girlfriend and we ordered a bunch of different things--everything was great! The squash toast was delicious, assorted beans side was good (nothing so special), ravioli was amazing and the halibut was great as well! Best part of the meal was the chocolate cake!! So delicious! Ambiance is good--we felt like we were in the 1990's with the plates and decor but it adds to the homey atmosphere. Definitely goes with their vibe and farm to table/sustainable cuisine."
James N.,"Philadelphia, PA",1/2/2018,5 star rating,Blown away by our meal here. The decor was cozy but modern. Great service too. Pork confit and the basil pistachio pesto on fettuccine were simply amazing.
Alexandra C.,"New York, NY",11/26/2011,4 star rating,"ABC Kitchen take 2 - the verdict:  Not as good.We tried all different dishes this time, except for the beet yogurt salad.  This was still the 5 star all time best beet salad around.The carrot and avocado salad was good - with cumin flavored carrots, not too much avocado and other greens.  Wouldn't order it again but it was good/different to try.The crab toast - this we ordered because the table next to us had it last time we were there and it looked incredible.  This time it didn't seem to look the same and it was nothing special.  At the high price tag, a definite skip.Roasted cauliflower with farm egg, walnuts.  Complaint- hardly any walnuts, which were what made the dish once one appeared.  Other complaint - tiny pieces of cauliflower were black burnt crumbs throughout the dish - this completely ruined the flavor.  This was the biggest and most filling dish, but definitely not one to order again.Hake and cabbage entree -- this was good.  Cabbage was done perfectly.  Nothing spectacular with this dish, but not bad either.Besides the beet salad, everything else sort of let us down this time around.Was last here in the summer and the sea bass and pasta dish with summer vegetables were both extraordinary.  Will give it another shot in spring/summer for one of those fresh pasta dishes....."
Lisa S.,"New York, NY",11/12/2017,5 star rating,"Came here for brunch on Sunday. It was crowded and wait was about an hour (we had a reservation - definitely make one!) the decor is great, eclectic furniture, lighting and dishes (not a huge fan of the lighting though). The food was incredible and very flavorful. The bread was great, we loved the kobacha squash and ricotta toast, the cheeseburger (perfectly cooked and so much flavor) and the pancakes with homemade lemon curd. Great service as well! Highly recommend!"
Beatrice W.,"New York, NY",12/3/2014,4 star rating,"Trendy and fashionable place, not my usual favorite but I have to admit that the staff was sweet and the burger perfect. Might be one of the best burger I have had. Lobster is cooked perfectly but nothing out of this world, same for the mashed potatoes. Dessert with Salted butter caramel and popcorn was exciting.Overall a very nice dinner !!!"
Lu H.,"New York, NY",12/1/2011,4 star rating,"Update after dinner for 3 where everything was split  -- some things are still great and some were not so much.    They do a nice job splitting shared dishes for you.WINS:- Fried Chicken:  Huge, juicy, light and crispy on the outside, almost like tempura batter but even finer.  Delicious, and enough to fill up 2 people as entrees.  Collard greens on bottom and a sauce that was a little spicy, but thats it.  The chicken is the real star of the dish, and I liked that simplicity.  - Suckling pig:  A surprisingly smaller portion.  It was a rectangular cut of pork with some sweet chunks on top from the plum and bacon marmalade.  It was good but everyone liked the chicken more. - Prune pizza:  Take a gamble on these pizzas - they're good, creative, and unusual and will give your jaded New-Yorker taste buds a nice surprise.  This was the special pizza of the night, and we went for it because it sounded unappetizing.  I've learned from past experience here that the stranger sounding the pizza is the more delicious it is (ie clam pizza.  mm.).  The prune pizza came with endives and proscuitto - the combination of sweet prune and salty proscuitto was delicious.   - Roasted butternut squash - Mmm.  Good comfort winter vegetable especially roasted.- Chicken Liver Toast - Yummy.  Satisfying, light, crunch toast.  Nicely done.  BOOS:- Roasted beets with housemade yogurt: I love beets, but not sure why I read raving reviews about this dish.  Beets tasted very ordinary -- the yogurt was fine but didn't really enhance the beets in any way.  Left me dreaming of the beets with goat heese and pistachio dish at Purple Pig in Chicago.  Now THAT was a beet dish.- Crab Toast with Lemon Aioli:  This was a let-down.   I LOVED the Peekytoe crab toast appetizer the previous two times I was here.  I guess this is just regular ol' crab.  It didn't taste like much.  SOMEWHERE IN BETWEEN:- Salted Caramel Sundae: I remember this as being amazing.  It was still pretty good this time, but wasn't as awesome as the first time.  Pretty generous dessert - 3 scoops of caramel ice cream with judge and popcorn.  Flavors still go well together, and isn't too sweet.- Scallops: Special appetizer of the night.  Good but nothing special.  - Brussels Sprouts: Roasted until blacked on outside and tender inside.  Decent side, but I've had much better brussels sprouts. Am I still a fan of this place?  Absolutely!  I still love the atmosphere, the space, the relaxed but efficient service -- definitely a fun spot to have dinner if you're not into stuffiness.  And the food, for the most part, is still very good.  It just may have lost a touch of its initial luster.  What's left is still a solid choice in the Union Square area for an upscale but reasonable dinner."
Tara E.,"Toronto, Canada",2/17/2012,5 star rating,"This meal was incredible. The only downside is I tried to make reservations more than a week in advance, and all that was available was 10:00pm on a Monday night. Fine. I took advantage and hopped to two bars before arriving. However we (drunkenly) had trouble finding the entrance, and arrived at 10:13. The hostess refused to seat us because we were late! Now let me tell you, if you make me wait until 10pm to have dinner I will be STARVING. If you don't feed me I might cry. Luckily with some (insistent) sweet talking (and the swooping in of a friendly gentleman who seemed above them in the workplace hierarchy) we were seated. (Note. Don't be late.)We ordered Mushroom Toast, the Roast Suckling Pig, a pizza with radicchio, prosciutto and dates (Y.U.M.), as well as the donuts and pear crumble for dessert. I did see a waiter drop one of my donuts on the floor... I'm pretty sure they didn't serve it to me. So that's a positive. The food was spectacular. The pizza was BLOW MY MIND good. I can't wait to try this combination of flavours at home. Yes, I was a little bit tipsy, and that might taint the review, but everything was really delicious. I appreciated that they split the suckling pig entree for us onto two separate plates without us asking.The boy put it in his top 5 meals we have had together. Period. So that's saying something.We expected the meal to come to more than it did. It helped that we had already had a few drinks (and 3 plates of oysters), so we shared a few things, and only had a glass of wine each, but compared to a few other spectacular meals I have had (Sky Room in San Diego for example) the cost was significantly less. It rang in for about $120. It wasn't a huge amount of food, but it was enough."
Tony K.,"Brooklyn, NY",2/21/2018,2 star rating,"What's happened ABC??? Seems ABC, like many of Jean Georges older restaurants, is stepping back from what made it great, casual but attentive service and meticulous attention to the food. On a recent visit both missed the mark. A favorite, crab toast, was peppered with crab shell, a lazy oversight, but one that made it inedible. Service was clumsy, after asking repeatedly for lemon, none ever came, and a bottle of wine ordered far before the mains, arrived well after our entire table had finished. If the sommelier had put the same time into prompt service that he had into grooming his mustache... well, we would have had wine with our meal. It's disappointing to see such a great place resting on its laurels, the fear is weather or not it will ever be able to get back up."
